User ID Number,Gender,Seeking,Age,Profile Visits,Kisses,Fans,Country Name,Country Cordinates,User Country,City Cordinates,Last Known City Location,Location,lastOnlineDate,lastOnlineTime,User ID,Age Category
2095,F,M,21,1864,55,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4988∞ N, 8.7237∞ E",Winterthur,Wettingen,2015-04-26T02:38:40Z,1430015920,5509d710e86da1b19f8b4f2d,Early Twenties
2096,F,M,25,1317,90,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Saint-Hilaire-de-la-C√¥te,2015-04-06T16:19:25Z,1428337165,5509dd85c96da1b7748b46a9,Late Twenties
2097,F,none,20,2195,129,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4495∞ N, 8.5822∞ E",Kloten,K√∂niz,2015-04-23T20:56:36Z,1429822596,550a81ea190ba0b4148b4591,Early Twenties
2098,F,M,20,382,9,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4790∞ N, 7.6170∞ E",Dornach,Gurmels,2015-04-06T15:02:05Z,1428332525,552085ac0a6ea1f5618b47b6,Early Twenties
2099,F,M,20,331,4,1,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,L'Arbresle,2015-04-05T23:28:19Z,1428276499,5509f81d1c0ba09a9f8b4c62,Early Twenties
2100,F,M,21,385,33,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,Moudon,2015-03-21T14:35:53Z,1426948553,550a2f301a0ba0805c8b4a12,Early Twenties
2101,F,M,23,1217,35,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,K√∂ln,2015-04-06T15:55:19Z,1428335719,550ff2cdc86da1321d8b47d2,Early Twenties
2102,F,M,21,1486,28,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Bergheim,2015-04-06T14:24:01Z,1428330241,55158214c66da12d648b4895,Early Twenties
2103,F,M,22,723,21,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Sindelfingen,2015-04-06T14:24:12Z,1428330252,550a7c111a0ba02a4c8b4ee5,Early Twenties
2104,F,M,25,714,15,3,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Karlsruhe,2015-04-06T15:58:02Z,1428335882,550a83b5e56da1fc818b4572,Late Twenties
2105,F,M,22,843,40,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Stockstadt am Rhein,2015-04-06T14:28:55Z,1428330535,550ae2df150ba02b198b47c6,Early Twenties
2106,F,M,24,837,21,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Mainz,2015-04-06T14:47:03Z,1428331623,5514618c150ba0fc648b4cd2,Early Twenties
2107,F,M,21,407,9,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,Heilbronn,2015-04-06T14:25:51Z,1428330351,55159009160ba0c16c8b4f7b,Early Twenties
2108,F,M,20,1926,69,5,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"49.2239∞ N, 12.6621∞ E",Cham,Cham,2015-04-26T10:04:19Z,1430042659,550b00bc0a6ea10b658b4926,Early Twenties
2109,F,M,21,1317,72,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.6155∞ N, 7.0577∞ E",Bulle,Semsales,2015-04-26T13:06:52Z,1430053612,550b09561c0ba04b688b47ee,Early Twenties
2110,F,M,21,2501,26,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4988∞ N, 8.7237∞ E",Winterthur,Gossau ZH,2015-04-06T14:54:42Z,1428332082,550b0d71150ba0322b8b4626,Early Twenties
2111,F,M,21,3912,374,8,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Lyon,2015-04-07T12:01:44Z,1428408104,552120ff170ba0fe7b8b488b,Early Twenties
2112,F,M,19,140,0,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Neuville-les-Dames,2015-04-06T10:35:05Z,1428316505,550d53ef180ba0547b8b45e6,Early Twenties
2113,F,M,21,2631,124,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"50.7374∞ N, 7.0982∞ E",Bonn,K√∂ln,2015-04-06T14:57:58Z,1428332278,550c1b62076ea19f098b4d2a,Early Twenties
2114,F,M,19,1165,44,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"33.1430∞ N, 117.1444∞ W",Sullens,Spreitenbach,2015-04-06T14:31:26Z,1428330686,550b2b49160ba0d0308b4d6a,Early Twenties
2115,F,M,24,550,20,1,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,Conthey,2015-04-06T15:33:03Z,1428334383,550b2c91150ba081348b4e91,Early Twenties
2116,F,M,20,2549,84,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Tassin-la-Demi-Lune,2015-04-26T11:56:28Z,1430049388,55242993150ba04f3f8b47c4,Early Twenties
2117,F,M,20,1177,33,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Reichelsheim (Odenwald),2015-04-06T14:25:55Z,1428330355,550b38f0160ba05c3c8b482f,Early Twenties
2118,F,M,26,1221,43,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Wiesbaden,2015-04-06T16:16:22Z,1428336982,550b3d18140ba060388b46f0,Late Twenties
2119,F,M,24,1950,114,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Milano,2015-04-06T15:55:22Z,1428335722,550b419d180ba0b4368b4699,Early Twenties
2120,F,M,19,2523,55,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.8065∞ N, 7.1620∞ E",Fribourg,Fribourg,2015-04-26T11:50:32Z,1430049032,553ca735ed6da167798b49f9,Early Twenties
2121,F,M,19,485,56,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,M√©tabief,2015-04-07T05:46:58Z,1428385618,550b4aaf0b6ea14b7f8b459f,Early Twenties
2122,F,none,24,817,30,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,K√∂ln,2015-04-19T11:52:51Z,1429444371,551832b7e96da162298b460d,Early Twenties
2123,F,M,19,478,32,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Bully,2015-04-04T15:40:30Z,1428162030,55116891066ea1a80b8b48f1,Early Twenties
2124,F,M,22,1760,145,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.2044∞ N, 6.1432∞ E",Geneva,Hedingen,2015-04-06T14:25:32Z,1428330332,550bf427cb6da129408b4ae3,Early Twenties
2125,F,M,21,1029,62,4,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,D√ºren,2015-04-06T14:54:16Z,1428332056,55169e47ea6da1e03e8b4e8b,Early Twenties
2126,F,M,24,730,65,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Montb√©liard,2015-04-06T15:59:11Z,1428335951,550b5d08c66da198698b467a,Early Twenties
2127,F,M,20,1480,34,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,B√ºren (SO),2015-04-06T14:44:08Z,1428331448,5516631e170ba03c658b45f9,Early Twenties
2128,F,none,19,371,24,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Valdoie,2015-04-06T14:46:39Z,1428331599,550b6ee1160ba0a2538b49e1,Early Twenties
2129,F,M,19,442,20,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Inwil,2015-04-06T15:07:40Z,1428332860,550bd4a1c66da149118b4786,Early Twenties
2130,F,M,24,3129,90,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.5596∞ N, 7.5886∞ E",Basel,Basel,2015-04-26T11:48:45Z,1430048925,55298e63ca6da1048d8b45af,Early Twenties
2131,F,M,23,819,70,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Utzenstorf,2015-04-06T15:57:47Z,1428335867,551479820a6ea1c2138b468c,Early Twenties
2132,F,M,24,373,32,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Valence,2015-04-06T14:50:47Z,1428331847,551886f1cd6da117118b4568,Early Twenties
2133,F,M,19,1132,22,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4988∞ N, 8.7237∞ E",Winterthur,Waldegg,2015-04-08T11:05:14Z,1428491114,550c217fca6da178358b4ab9,Early Twenties
2134,F,M,22,972,42,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Lauchheim,2015-04-06T15:55:23Z,1428335723,550c3325066ea1c25b8b4a6c,Early Twenties
2135,F,M,25,47,1,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Heidelberg,2015-04-06T16:04:54Z,1428336294,5521791ccb6da1f3408b4d06,Late Twenties
2136,F,M,20,74,0,1,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Chamesol,2015-04-11T18:11:52Z,1428775912,550c40f40a6ea1bb438b4e0e,Early Twenties
2137,F,M,26,35,3,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Wangen im Allg√§u,2015-04-06T15:55:41Z,1428335741,552211da1c0ba0203c8b4d6b,Late Twenties
2138,F,M,23,3165,170,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-18T21:09:45Z,1429391385,5532831a0a6ea1f48d8b4974,Early Twenties
2139,F,M,21,1965,149,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"33.1430∞ N, 117.1444∞ W",Sullens,Sch√ºbelbach,2015-04-06T14:51:52Z,1428331912,550d8cbb086ea1c5408b4ceb,Early Twenties
2140,F,M,22,1248,67,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.8065∞ N, 7.1620∞ E",Fribourg,Fribourg,2015-04-26T13:06:54Z,1430053614,550c54afcb6da1143c8b45d3,Early Twenties
2141,F,M,24,275,8,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Bad S√§ckingen,2015-04-08T14:11:23Z,1428502283,55202c6de86da115458b45ea,Early Twenties
2142,F,none,26,1960,185,0,Italy,"41.8719∞ N, 12.5674∞ E",IT,"45.4637∞ N, 9.1885∞ E",Milano,Ranica,2015-04-06T16:09:42Z,1428336582,550da834e96da158628b48cf,Late Twenties
2143,F,M,20,764,15,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Z√ºrich,2015-04-04T17:07:14Z,1428167234,550c6a3e0b6ea1504a8b4c0e,Early Twenties
2144,F,M,25,581,37,2,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,K√∂ln,2015-04-06T16:05:21Z,1428336321,550c66a20a6ea141568b472e,Late Twenties
2145,F,M,22,743,30,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Rheinau,2015-04-06T16:18:47Z,1428337127,55100167c66da14a4f8b4ebf,Early Twenties
2146,F,M,25,271,10,1,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Orbey,2015-04-08T10:56:29Z,1428490589,550c7271c46da11a628b4865,Late Twenties
2147,F,M,24,999,40,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.7580∞ N, 7.6280∞ E",Thun,Thun,2015-04-08T15:21:59Z,1428506519,550c75e3180ba0972a8b47e4,Early Twenties
2148,F,M,24,922,58,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,Montreux,2015-05-02T10:39:07Z,1430563147,550c7385086ea1a8788b49be,Early Twenties
2149,F,M,23,918,66,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-08T13:19:55Z,1428499195,550c7646ea6da1c7138b496e,Early Twenties
2150,F,M,26,260,5,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Laufenburg (Baden),2015-04-06T15:55:33Z,1428335733,550c7baf150ba0d73c8b4878,Late Twenties
2151,F,M,22,1048,40,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Luzern,2015-04-06T14:56:47Z,1428332207,550c7e52170ba0a1358b4937,Early Twenties
2152,F,M,22,784,23,2,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Hanau,2015-04-06T14:57:34Z,1428332254,552031fd180ba074508b456d,Early Twenties
2153,F,M,23,484,10,7,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Eschborn,2015-04-06T16:11:41Z,1428336701,55208ba6cb6da12b708b45dd,Early Twenties
2154,F,M,21,1153,78,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Tignieu-Jameyzieu,2015-04-05T20:40:54Z,1428266454,550c9b4a066ea1e08b8b4593,Early Twenties
2155,F,M,20,892,55,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Mions,2015-04-06T14:25:58Z,1428330358,551ede4ac46da1d23e8b4ad8,Early Twenties
2156,F,M,25,1896,41,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.5596∞ N, 7.5886∞ E",Basel,Basel,2015-04-11T22:40:01Z,1428792001,550ca0d6cc6da1e28e8b457c,Late Twenties
2157,F,M,26,1755,124,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Friedberg (Hessen),2015-04-06T15:56:27Z,1428335787,550ca3ccc86da1458b8b4bd5,Late Twenties
2158,F,M,22,2324,223,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Bottens,2015-04-26T19:03:14Z,1430074994,550ea39bc96da19e8b8b48d8,Early Twenties
2159,F,M,23,273,11,0,Luxembourg,"49.8153∞ N, 6.1296∞ E",LU,"49.6116∞ N, 6.1319∞ E",Luxembourg City,Luxembourg,2015-04-06T16:13:49Z,1428336829,550ed5b8e86da1407e8b4e01,Early Twenties
2160,F,none,22,1552,63,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Karlsruhe,2015-04-19T11:50:27Z,1429444227,551f18820a6ea1bb368b4d07,Early Twenties
2161,F,none,22,1481,96,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Niederzier,2015-04-27T19:17:29Z,1430162249,550cb45b1a0ba0142e8b461e,Early Twenties
2162,F,M,20,2071,121,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Martigny,2015-04-25T19:30:32Z,1429990232,552ffbe5ca6da186598b4ab1,Early Twenties
2163,F,M,22,2964,158,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3483∞ N, 8.7179∞ E",Uster,Freudwil,2015-04-06T15:01:00Z,1428332460,5515da20e86da1c47d8b45b0,Early Twenties
2164,F,M,23,1198,46,2,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Savosa,2015-04-06T16:09:10Z,1428336550,55226ab0086ea1822a8b492f,Early Twenties
2165,F,M,23,704,32,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.6155∞ N, 7.0577∞ E",Bulle,Bulle,2015-04-26T10:20:25Z,1430043625,550d33180a6ea19f9e8b497a,Early Twenties
2166,F,M,23,956,21,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,T√ºbingen,2015-04-06T15:57:56Z,1428335876,5515a310e86da1d8798b4717,Early Twenties
2167,F,M,20,605,27,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Burgschwalbach,2015-04-06T14:31:47Z,1428330707,550d4025c76da1b5348b495c,Early Twenties
2168,F,M,25,702,56,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.4907∞ N, 7.5894∞ E",Reinach,Renens (VD),2015-04-01T20:01:22Z,1427918482,550d43411a0ba0b05b8b4a20,Late Twenties
2169,F,M,21,273,19,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Douvaine,2015-04-06T15:54:36Z,1428335676,550d6055190ba036018b4d23,Early Twenties
2170,F,M,21,944,22,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"49.2239∞ N, 12.6621∞ E",Cham,Charmey,2015-05-03T08:32:02Z,1430641922,553bb4eae96da10a128b4f61,Early Twenties
2171,F,M,22,1130,28,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Offenbach an der Queich,2015-04-06T16:02:00Z,1428336120,55206811c56da142428b4ae6,Early Twenties
2172,F,M,21,624,26,7,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Sulzbach an der Murr,2015-04-06T15:00:30Z,1428332430,550d97011c0ba0482d8b4817,Early Twenties
2173,F,M,25,360,13,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Romans-sur-Is√®re,2015-04-08T15:25:15Z,1428506715,550d8317e86da1d0488b46d9,Late Twenties
2174,F,M,21,472,20,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Mietingen,2015-04-06T14:25:21Z,1428330321,5518066f1a0ba0cd4d8b49e0,Early Twenties
2175,F,M,25,930,53,4,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.4312∞ N, 6.9107∞ E",Montreux,M√ºnchenstein,2015-04-06T15:56:19Z,1428335779,550d86cf160ba0c61d8b4bfb,Late Twenties
2176,F,M,21,5067,152,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Buchen (Odenwald),2015-04-06T14:53:47Z,1428332027,551f8284076ea1158a8b4e28,Early Twenties
2177,F,M,20,282,9,6,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Aubonne,2015-04-08T14:15:30Z,1428502530,552267e0c46da158798b459f,Early Twenties
2178,F,M,24,1115,21,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9582∞ N, 7.6800∞ E",Landiswil,Luzern,2015-04-11T20:44:39Z,1428785079,550dabcdc56da1ab518b4df5,Early Twenties
2179,F,M,25,308,49,37,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"47.3769∞ N, 8.5417∞ E",Zurich,Zermatt,2015-04-06T16:09:21Z,1428336561,550dafa9096ea173898b4590,Late Twenties
2180,F,M,25,458,26,1,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Montandon,2015-04-07T11:47:55Z,1428407275,550db446160ba0d92d8b4c88,Late Twenties
2181,F,M,21,2385,109,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.2044∞ N, 6.1432∞ E",Geneva,Gen√®ve,2015-04-26T11:22:01Z,1430047321,552cef3c170ba0ab738b4d75,Early Twenties
2182,F,M,24,931,22,0,Switzerland,"46.8182∞ N, 8.2275∞ E",CH,"46.9480∞ N, 7.4474∞ E",Bern,Bern,2015-04-08T15:05:58Z,1428505558,550db6770b6ea129288b4711,Early Twenties
2183,F,M,26,536,51,0,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Marseille,2015-04-06T16:20:47Z,1428337247,550dbf4ac96da1f35e8b45fa,Late Twenties
2184,F,M,24,985,24,1,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Kelsterbach,2015-04-06T16:12:06Z,1428336726,55227b23160ba0b4538b4c69,Early Twenties
2185,F,M,21,1289,47,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Ulm,2015-04-06T14:52:37Z,1428331957,55174860ea6da175388b4d61,Early Twenties
2186,F,M,26,1437,66,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Idstein,2015-04-06T15:55:17Z,1428335717,551c97c4076ea1d7088b494c,Late Twenties
2187,F,M,25,509,15,1,France,"46.2276∞ N, 2.2137∞ E",FR,"45.7640∞ N, 4.8357∞ E",Lyon,Saint-Di√©-des-Vosges,2015-04-08T15:25:08Z,1428506708,550dfa98c56da1e45d8b4acc,Late Twenties
2188,F,M,19,1120,32,0,Germany,"51.1657∞ N, 10.4515∞ E",DE,"48.7758∞ N, 9.1829∞ E",Stuttgart,Seeheim-Jugenheim,2015-04-06T14:25:41Z,1428330341,550df78b076ea109288b461a,Early Twenties
